id_pvt_service,id_pvt_user,fullname_user,name_service,category,experience,type_service,type_cost,cost,type_money,business_days,open,close,country,country_name,state,state_name,city,city_name,description,image,status,date,date_update
SER4212382NGCEDADVIC,US8778906AORHNRQER,Wilfred Islas Molina,Clases de Salsa,Healthy,1,office,fifteen days,3866,USD,"L,D",09:00,16:00,10,NULL,NULL,NULL,NULL,NULL,Las mejores clases de salsa desde principiante hasta experto.,8.jpg,Active,2014-03-29 10:50:00,2014-03-29 10:50:00
SER8618075QBWKIVNVIC,US3388552FTLHTXPER,Paola Perez Alvarez,Clases de Salsa,Healthy,3,office,contract,1602,MXN,"Ma,Mi",14:00,21:00,142,NULL,NULL,NULL,NULL,NULL,Las mejores clases de salsa desde principiante hasta experto.,4.jpg,Active,2014-03-30 10:50:00,2014-03-30 10:50:00
SER9454726XNDZBMLVIC,US9803157BAKJVATER,Ignacio Martinez Islas,Clases de Salsa,Healthy,3,all,week,9299,EUR,"L,Ma,Mi",08:00,15:00,142,NULL,NULL,NULL,NULL,NULL,Las mejores clases de salsa desde principiante hasta experto.,1.jpg,Active,2014-03-31 10:50:00,2014-03-31 10:50:00
SER1945264FRVQGRQVIC,US1201907CMVYGWCER,Hector Montes Castillo,Cocinera para Eventos,Gastronomy,4,in situ,week,4020,MXN,"L,Ma,Mi,J",10:00,17:00,10,NULL,NULL,NULL,NULL,NULL,Cualquier tipo de comida para cualquier evento,14.jpg,Active,2014-04-01 10:50:00,2014-04-01 10:50:00
SER4885686SAPOWHWVIC,US5601890FVUHCWXER,Carmen Montes Oca,Cocinera para Eventos,Gastronomy,5,all,equipment,4110,USD,L,16:00,23:00,142,NULL,NULL,NULL,NULL,NULL,Cualquier tipo de comida para cualquier evento,7.jpg,Active,2014-04-02 10:50:00,2014-04-02 10:50:00
SER4901730LWJRHGCVIC,US1091062QNGAKQIER,Nicole Benitez Hernandez,Cocinera para Eventos,Gastronomy,5,other,fifteen days,691,EUR,Ma,09:00,16:00,142,NULL,NULL,NULL,NULL,NULL,Cualquier tipo de comida para cualquier evento,4.jpg,Active,2014-04-03 10:50:00,2014-04-03 10:50:00
SER1290486NFZMXVAVIC,US4867866HKKAEXLER,Carolina Puebla Benitez,Constructora Fernandez,Building,3,office,workingDay,9062,USD,Mi,10:00,17:00,10,NULL,NULL,NULL,NULL,NULL,La mejor constructora del pais a nivel internacional.,6.jpg,Active,2014-04-04 10:50:00,2014-04-04 10:50:00
SER4885676GJYRRMKVIC,US5389970VFEOKYMER,Marcos Jimenez Rafael,Constructora Fernandez,Building,3,office,equipment,3442,EUR,J,13:00,20:00,10,NULL,NULL,NULL,NULL,NULL,La mejor constructora del pais a nivel internacional.,9.jpg,Active,2014-04-05 10:50:00,2014-04-05 10:50:00
SER4327305FSZTLXVVIC,US6043668LJZJSKOER,Azuzena Mejia Fernandez,Contador,Accounting,1,from distance,fifteen days,9834,USD,S,07:00,14:00,10,NULL,NULL,NULL,NULL,NULL,Contador privado,6.jpg,Active,2014-04-06 10:50:00,2014-04-06 10:50:00
SER5165766VTHGXJHVIC,US6730745RSKDVJBER,William Sanchez Ramirez,Contador,Accounting,3,in situ,day,9889,MXN,D,14:00,21:00,10,NULL,NULL,NULL,NULL,NULL,Contador privado,15.jpg,Active,2014-04-07 10:50:00,2014-04-07 10:50:00
SER5633450JADSMXNVIC,US6434859PDJPAMFER,Enrique Juarez Salas,Contador,Accounting,3,all,month,7826,MXN,"L,Mi",13:00,20:00,142,NULL,NULL,NULL,NULL,NULL,Contador privado,14.jpg,Active,2014-04-08 10:50:00,2014-04-08 10:50:00
SER6143301BPHLNSWVIC,US5583069RQDNBEEER,Patricia Benitez Otero,Contador,Accounting,4,other,workingDay,5912,EUR,"L,Ma",10:00,17:00,142,NULL,NULL,NULL,NULL,NULL,Contador privado,19.jpg,Active,2014-04-09 10:50:00,2014-04-09 10:50:00
SER8387723OSYDKYDVIC,US1925492DNRHARAER,Norma Lozada Ramirez,Contador,Accounting,2,in situ,project,8253,EUR,"L,J",13:00,20:00,142,NULL,NULL,NULL,NULL,NULL,Contador privado,18.jpg,Active,2014-04-10 10:50:00,2014-04-10 10:50:00
SER9870308YAVANRGVIC,US7280052KWKLRCLER,Victoria Rafael Benitez,Contador,Accounting,3,face to face,workingDay,1304,USD,"L,V",07:00,14:00,10,NULL,NULL,NULL,NULL,NULL,Contador privado,15.jpg,Active,2014-04-11 10:50:00,2014-04-11 10:50:00
SER3177554HRZQZLAVIC,US3974331QFDXXETER,Carlos Rafael Alvarez,Contador para sector privado,Accounting,2,other,day,226,USD,"L,S",12:00,19:00,10,NULL,NULL,NULL,NULL,NULL,Contador con experiencia,18.jpg,Active,2014-04-12 10:50:00,2014-04-12 10:50:00
SER3989981DVBLTFQVIC,US3880427GRTBLJEER,Beto Jerez Bolanos,Contador para sector privado,Accounting,5,office,hour,6172,EUR,"L,D",10:00,17:00,10,NULL,NULL,NULL,NULL,NULL,Contador con experiencia,4.jpg,Active,2014-04-13 10:50:00,2014-04-13 10:50:00
SER5464188XPWWFCSVIC,US9346055YIPZGLPER,Santos Lozada Montalvo,Contador para sector privado,Accounting,2,in situ,contract,8075,MXN,"Ma,Mi",08:00,15:00,10,NULL,NULL,NULL,NULL,NULL,Contador con experiencia,10.jpg,Active,2014-04-14 10:50:00,2014-04-14 10:50:00
SER8929634PSOEMRJVIC,US8806613DUFOLRCER,Pedro Lucas Otero,Contador para sector privado,Accounting,5,from distance,hour,7540,USD,"L,Ma,Mi",14:00,21:00,142,NULL,NULL,NULL,NULL,NULL,Contador con experiencia,12.jpg,Active,2014-04-15 10:50:00,2014-04-15 10:50:00
SER3116217XGBCSVGVIC,US1829889XESPAUFER,Victor Jimenez Jerez,Contador Publico,Accounting,3,from distance,project,1542,EUR,"L,Ma,Mi,J",08:00,15:00,10,NULL,NULL,NULL,NULL,NULL,Se asesora en los gastos familiares asi como para pequenias empresas,14.jpg,Active,2014-04-16 10:50:00,2014-04-16 10:50:00
SER3192934FGOUPGZVIC,US4346736IBGRKXZER,Paco Molina Martinez,Contador Publico,Accounting,1,other,week,9423,USD,L,09:00,16:00,10,NULL,NULL,NULL,NULL,NULL,Se asesora en los gastos familiares asi como para pequenias empresas,8.jpg,Active,2014-04-17 10:50:00,2014-04-17 10:50:00
SER5868614TBHLCGYVIC,US7844045WVSEWFZER,Kate Oca Lima,Contador Publico,Accounting,4,other,project,237,USD,Ma,09:00,16:00,10,NULL,NULL,NULL,NULL,NULL,Se asesora en los gastos familiares asi como para pequenias empresas,10.jpg,Active,2014-04-18 10:50:00,2014-04-18 10:50:00
SER8784406QXQLIGXVIC,US8580530RMNGOEUER,Lorenzo Peralta Hernandez,Contador Publico,Accounting,2,office,contract,6299,USD,Mi,15:00,22:00,142,NULL,NULL,NULL,NULL,NULL,Se asesora en los gastos familiares asi como para pequenias empresas,20.jpg,Active,2014-04-19 10:50:00,2014-04-19 10:50:00
SER9272143LENFSHEVIC,US5847315YGNMLKKER,Kevin Perez Oca,Contador Publico,Accounting,3,face to face,project,8009,USD,J,13:00,20:00,142,NULL,NULL,NULL,NULL,NULL,Se asesora en los gastos familiares asi como para pequenias empresas,15.jpg,Active,2014-04-20 10:50:00,2014-04-20 10:50:00
SER3210771COYLWINVIC,US1517114VNPHECEER,Diana Garza Fernandez,Contratista de Personas,Human Resources,3,other,workingDay,1117,EUR,S,13:00,20:00,10,NULL,NULL,NULL,NULL,NULL,Se contratan a personas de acuerdo a las necesidades de la empresa,2.jpg,Active,2014-04-21 10:50:00,2014-04-21 10:50:00
SER6251197IFWFQETVIC,US6113745PGPWKNLER,Emily Castillo Briones,Contratista de Personas,Human Resources,1,in situ,contract,8502,EUR,D,08:00,15:00,10,NULL,NULL,NULL,NULL,NULL,Se contratan a personas de acuerdo a las necesidades de la empresa,19.jpg,Active,2014-04-22 10:50:00,2014-04-22 10:50:00
SER7506923MRUSQGKVIC,US6022230AOMSFFXER,Enrique Fernandez Fernandez,Contratista de Personas,Human Resources,1,in situ,fifteen days,6353,MXN,"L,Mi",16:00,23:00,10,NULL,NULL,NULL,NULL,NULL,Se contratan a personas de acuerdo a las necesidades de la empresa,18.jpg,Active,2014-04-23 10:50:00,2014-04-23 10:50:00
SER2298806UJSNKIMVIC,US1941680MHMNPIQER,Oscar Islas Peralta,Couch de Fitness,Healthy,5,all,month,4401,EUR,"L,Ma",07:00,14:00,10,NULL,NULL,NULL,NULL,NULL,Couch para entrenamiento,1.jpg,Active,2014-04-24 10:50:00,2014-04-24 10:50:00
SER4214684YQFPJGUVIC,US4777561OFAXCVLER,Claudia Tijeras Mejia,Couch de Fitness,Healthy,1,office,fifteen days,4337,USD,"L,J",12:00,19:00,142,NULL,NULL,NULL,NULL,NULL,Couch para entrenamiento,16.jpg,Active,2014-04-25 10:50:00,2014-04-25 10:50:00
SER4594654LXMLYKDVIC,US1433018HZSWCOLER,Wilfred Peralta Otero,Couch de Fitness,Healthy,3,from distance,equipment,6271,MXN,"L,V",07:00,14:00,142,NULL,NULL,NULL,NULL,NULL,Couch para entrenamiento,16.jpg,Active,2014-04-26 10:50:00,2014-04-26 10:50:00
SER7331489DOGYIKZVIC,US2308954RUNYFRIER,Enrique Molina Tijeras,Couch de Fitness,Healthy,3,all,equipment,2695,USD,"L,S",15:00,22:00,10,NULL,NULL,NULL,NULL,NULL,Couch para entrenamiento,16.jpg,Active,2014-04-27 10:50:00,2014-04-27 10:50:00
SER8270145EEPSLJNVIC,US6028891KCRXYAGER,Paco Jerez Alvarez,Couch de Fitness,Healthy,1,office,contract,2517,USD,"L,D",13:00,20:00,142,NULL,NULL,NULL,NULL,NULL,Couch para entrenamiento,1.jpg,Active,2014-04-28 10:50:00,2014-04-28 10:50:00
SER1648791VLOLGTLVIC,US2999465AYYANCHER,Andrea Ortega Bolanos,Disenador de Interiores,Creative,3,from distance,project,8908,MXN,"Ma,Mi",13:00,20:00,10,NULL,NULL,NULL,NULL,NULL,Se disenan interiores para tener un mejor espacio,19.jpg,Active,2014-04-29 10:50:00,2014-04-29 10:50:00
SER2856413LSNEVPWVIC,US1189595WXPXJNXER,Tobias Baron Larios,Disenador de Interiores,Creative,4,other,equipment,7445,USD,"L,Ma,Mi",08:00,15:00,142,NULL,NULL,NULL,NULL,NULL,Se disenan interiores para tener un mejor espacio,1.jpg,Active,2014-04-30 10:50:00,2014-04-30 10:50:00
SER4052083CTHGVDIVIC,US8560766AFFOCYUER,Fatima Salas Oca,Disenador de Interiores,Creative,1,other,repair,9568,MXN,"L,Ma,Mi,J",10:00,17:00,142,NULL,NULL,NULL,NULL,NULL,Se disenan interiores para tener un mejor espacio,14.jpg,Active,2014-05-01 10:50:00,2014-05-01 10:50:00
SER7179102ARRIRYGVIC,US8672781QHMYEPHER,Ana Sandoval Sanchez,Disenador de Interiores,Creative,4,face to face,hour,8661,USD,L,15:00,22:00,10,NULL,NULL,NULL,NULL,NULL,Se disenan interiores para tener un mejor espacio,8.jpg,Active,2014-05-02 10:50:00,2014-05-02 10:50:00
SER8982398XOVNNHBVIC,US2150648JJVKBWBER,Cindy Garza Ceballos,Disenador de Interiores,Creative,1,in situ,day,6898,MXN,Ma,11:00,18:00,142,NULL,NULL,NULL,NULL,NULL,Se disenan interiores para tener un mejor espacio,1.jpg,Active,2014-05-03 10:50:00,2014-05-03 10:50:00
SER9652461RETQZGTVIC,US4944468UOHLERWER,Fany Perez Castillo,Disenador de Interiores,Creative,2,from distance,contract,1548,MXN,Mi,07:00,14:00,142,NULL,NULL,NULL,NULL,NULL,Se disenan interiores para tener un mejor espacio,5.jpg,Active,2014-05-04 10:50:00,2014-05-04 10:50:00
SER2570105PQKBPGTVIC,US9096103AAJYVEDER,Carla Ramirez Lima,Disenadores OTRE,Marketing,2,all,fifteen days,7097,MXN,J,14:00,21:00,10,NULL,NULL,NULL,NULL,NULL,Crea tu logo,2.jpg,Active,2014-05-05 10:50:00,2014-05-05 10:50:00
SER3221662DOZURHZVIC,US3756008VHRAYCKER,Julia Rafael Duarte,Disenadores OTRE,Marketing,5,all,day,2273,EUR,S,13:00,20:00,10,NULL,NULL,NULL,NULL,NULL,Crea tu logo,8.jpg,Active,2014-05-06 10:50:00,2014-05-06 10:50:00
SER4290177CRPMYHUVIC,US7368844YLMRYPVER,Hanna Duarte Ceballos,Disenadores OTRE,Marketing,5,face to face,contract,9780,EUR,D,09:00,16:00,10,NULL,NULL,NULL,NULL,NULL,Crea tu logo,14.jpg,Active,2014-05-07 10:50:00,2014-05-07 10:50:00
SER5733401PMYOJYRVIC,US2451197BBQSVZOER,Beatriz Juarez Juarez,Disenadores OTRE,Marketing,5,office,repair,7813,MXN,"L,Mi",11:00,18:00,142,NULL,NULL,NULL,NULL,NULL,Crea tu logo,2.jpg,Active,2014-05-08 10:50:00,2014-05-08 10:50:00
SER5822191VWPIEKIVIC,US4153237PHUSLSIER,Fatima Martinez Sandoval,Disenadores OTRE,Marketing,1,face to face,workingDay,722,MXN,"L,Ma",07:00,14:00,10,NULL,NULL,NULL,NULL,NULL,Crea tu logo,8.jpg,Active,2014-05-09 10:50:00,2014-05-09 10:50:00
SER6029371SZASBQJVIC,US7759815ZIKHISWER,Ramiro Duarte Ceballos,Disenadores OTRE,Marketing,4,from distance,fifteen days,7875,EUR,"L,J",10:00,17:00,142,NULL,NULL,NULL,NULL,NULL,Crea tu logo,11.jpg,Active,2014-05-10 10:50:00,2014-05-10 10:50:00
SER7799702KGAGODBVIC,US5027619NWJCWBMER,Manuel Larios Alvarez,Disenadores OTRE,Marketing,4,in situ,day,2970,MXN,"L,V",10:00,17:00,10,NULL,NULL,NULL,NULL,NULL,Crea tu logo,8.jpg,Active,2014-05-11 10:50:00,2014-05-11 10:50:00
SER7872723VYTPBDUVIC,US2022666RKRULVGER,Tony Ceballos Ledezma,Disenadores OTRE,Marketing,2,office,week,9453,MXN,"L,S",13:00,20:00,142,NULL,NULL,NULL,NULL,NULL,Crea tu logo,19.jpg,Active,2014-05-12 10:50:00,2014-05-12 10:50:00
SER2920683VNCCFTAVIC,US1153555NMSVBNAER,Irma Lucas Lucas,Diseno de Muebles,Manufacturing,4,face to face,week,8485,EUR,"L,D",10:00,17:00,142,NULL,NULL,NULL,NULL,NULL,Se disenian y manufacturan muebles en aluminio y acero inoxidable,20.jpg,Active,2014-05-13 10:50:00,2014-05-13 10:50:00
SER3091095RQOMBYDVIC,US4200772THJDKCQER,Ana Baron Fernandez,Diseno de Muebles,Manufacturing,5,office,fifteen days,9468,EUR,"Ma,Mi",12:00,19:00,10,NULL,NULL,NULL,NULL,NULL,Se disenian y manufacturan muebles en aluminio y acero inoxidable,6.jpg,Active,2014-05-14 10:50:00,2014-05-14 10:50:00
SER4078026WXLWCKCVIC,US2822364SHZGGYDER,Grecia Perez Huerta,Diseno de Muebles,Manufacturing,1,office,contract,4360,MXN,"L,Ma,Mi",15:00,22:00,142,NULL,NULL,NULL,NULL,NULL,Se disenian y manufacturan muebles en aluminio y acero inoxidable,15.jpg,Active,2014-05-15 10:50:00,2014-05-15 10:50:00
SER9323318YUPJHOSVIC,US1072612XXAYUFGER,Sebastian Islas Salas,Diseno de Muebles,Manufacturing,2,from distance,week,1450,USD,"L,Ma,Mi,J",13:00,20:00,10,NULL,NULL,NULL,NULL,NULL,Se disenian y manufacturan muebles en aluminio y acero inoxidable,9.jpg,Active,2014-05-16 10:50:00,2014-05-16 10:50:00
SER1766180TGUJZACVIC,US4755038VUZRVYTER,Beatriz Montalvo Britos,Doctor Simons,Health Sector,5,from distance,week,9623,MXN,L,07:00,14:00,142,NULL,NULL,NULL,NULL,NULL,Consultas medicas,16.jpg,Active,2014-05-17 10:50:00,2014-05-17 10:50:00
SER1787904FEOLDVOVIC,US9577426HEMBJDBER,Santos Jerez Ledezma,Doctor Simons,Health Sector,1,face to face,workingDay,5006,USD,Ma,13:00,20:00,10,NULL,NULL,NULL,NULL,NULL,Consultas medicas,6.jpg,Active,2014-05-18 10:50:00,2014-05-18 10:50:00
SER4010868QMBPUKPVIC,US1805845JHSLCAHER,Rodrigo Beltran Baron,Doctor Simons,Health Sector,2,in situ,hour,4466,USD,Mi,12:00,19:00,10,NULL,NULL,NULL,NULL,NULL,Consultas medicas,14.jpg,Active,2014-05-19 10:50:00,2014-05-19 10:50:00
SER4258338EFQFEUYVIC,US8492586ERWMKTEER,Diana Peralta Castillo,Doctor Simons,Health Sector,3,office,fifteen days,5304,USD,J,14:00,21:00,142,NULL,NULL,NULL,NULL,NULL,Consultas medicas,16.jpg,Active,2014-05-20 10:50:00,2014-05-20 10:50:00
SER4774475ROIPOKYVIC,US1267992QBFEFDOER,German Ospina Leon,Doctor Simons,Health Sector,3,in situ,repair,5165,EUR,S,08:00,15:00,10,NULL,NULL,NULL,NULL,NULL,Consultas medicas,18.jpg,Active,2014-05-21 10:50:00,2014-05-21 10:50:00
SER9221034RXSLRNBVIC,US2925527JOQFJVZER,Emily Larios Garza,Doctor Simons,Health Sector,1,office,hour,4199,USD,D,14:00,21:00,10,NULL,NULL,NULL,NULL,NULL,Consultas medicas,13.jpg,Active,2014-05-22 10:50:00,2014-05-22 10:50:00
SER2985417OJORGCEVIC,US9609982EIAAMKNER,Emily Larios Garza,Doctores CAMP,Health Sector,4,office,equipment,1431,EUR,"L,Mi",15:00,22:00,10,NULL,NULL,NULL,NULL,NULL,Te atendemos como te mereces,8.jpg,Active,2014-05-23 10:50:00,2014-05-23 10:50:00
SER3675733VAVJDFQVIC,US1289523OLBWOTSER,Jose Castillo Duarte,Doctores CAMP,Health Sector,1,in situ,month,3427,EUR,"L,Ma",09:00,16:00,10,NULL,NULL,NULL,NULL,NULL,Te atendemos como te mereces,18.jpg,Active,2014-05-24 10:50:00,2014-05-24 10:50:00
SER3980214YPHWCEPVIC,US5869894GYLGXTNER,Felipe Larios Sanchez,Doctores CAMP,Health Sector,3,in situ,fifteen days,6649,MXN,"L,J",16:00,23:00,142,NULL,NULL,NULL,NULL,NULL,Te atendemos como te mereces,12.jpg,Active,2014-05-25 10:50:00,2014-05-25 10:50:00
SER4157115JYPOPQHVIC,US9888829DALHUUNER,Rosemarie Beltran Ospina,Doctores CAMP,Health Sector,4,other,equipment,7698,USD,"L,V",09:00,16:00,142,NULL,NULL,NULL,NULL,NULL,Te atendemos como te mereces,7.jpg,Active,2014-05-26 10:50:00,2014-05-26 10:50:00
SER9199584ETOWGUFVIC,US4855979OEPAXZWER,Rebecca Sandoval Montreal,Doctores CAMP,Health Sector,5,other,week,8606,USD,"L,S",10:00,17:00,10,NULL,NULL,NULL,NULL,NULL,Te atendemos como te mereces,20.jpg,Active,2014-05-27 10:50:00,2014-05-27 10:50:00
SER5205852FXDLLRKVIC,US9793115EAZZNTNER,Federico Perez Islas,Enfermera,Health Sector,5,other,repair,3200,USD,"L,D",08:00,15:00,142,NULL,NULL,NULL,NULL,NULL,Se cuidan adultos de la tercera edad,1.jpg,Active,2014-05-28 10:50:00,2014-05-28 10:50:00
SER7626418ISZGHUVVIC,US3423859MFXXWNQER,Carla Briones Jimenez,Enfermera,Health Sector,5,office,day,4470,USD,"Ma,Mi",12:00,19:00,142,NULL,NULL,NULL,NULL,NULL,Se cuidan adultos de la tercera edad,4.jpg,Active,2014-05-29 10:50:00,2014-05-29 10:50:00
SER1322502MOJNZSMVIC,US1428356LNVJAQHER,Eduardo Sanchez Lainez,Especialista en Construccion,Building,4,all,week,2725,MXN,"L,Ma,Mi",15:00,22:00,142,NULL,NULL,NULL,NULL,NULL,Constructor especializado en interiores como en exteriores,6.jpg,Active,2014-05-30 10:50:00,2014-05-30 10:50:00
SER2016926QXXEQDWVIC,US4953317YXYLRJAER,Rosemarie Duarte Lucas,Especialista en Construccion,Building,1,all,project,3969,USD,"L,Ma,Mi,J",15:00,22:00,10,NULL,NULL,NULL,NULL,NULL,Constructor especializado en interiores como en exteriores,2.jpg,Active,2014-05-31 10:50:00,2014-05-31 10:50:00
SER4537883QRPQFIQVIC,US9679249IGWDMEJER,Marcos Sanchez Prado,Especialista en Construccion,Building,5,office,workingDay,9416,MXN,L,12:00,19:00,10,NULL,NULL,NULL,NULL,NULL,Constructor especializado en interiores como en exteriores,12.jpg,Active,2014-06-01 10:50:00,2014-06-01 10:50:00
SER9284548GPZPXWOVIC,US5021817CCMKLNZER,Victoria Juarez Bolanos,Especialista en Construccion,Building,3,all,hour,3805,USD,Ma,12:00,19:00,10,NULL,NULL,NULL,NULL,NULL,Constructor especializado en interiores como en exteriores,5.jpg,Active,2014-06-02 10:50:00,2014-06-02 10:50:00
SER9700250YHNCEIWVIC,US3032164MQGIXXSER,Grecia Oca Fernandez,Especialista en Construccion,Building,1,in situ,week,6520,EUR,Mi,11:00,18:00,10,NULL,NULL,NULL,NULL,NULL,Constructor especializado en interiores como en exteriores,11.jpg,Active,2014-06-03 10:50:00,2014-06-03 10:50:00
SER1118656QLGFHFWVIC,US7981992ZXWBWMCER,Rebecca Lozada Oca,Guia Turista,Tourism,4,office,workingDay,8929,USD,J,12:00,19:00,10,NULL,NULL,NULL,NULL,NULL,Guia en el estado de Cancun,4.jpg,Active,2014-06-04 10:50:00,2014-06-04 10:50:00
SER2618096RYZBYAIVIC,US3068014GEFKARSER,Federico Castillo Molina,Guia Turista,Tourism,2,office,week,7281,MXN,S,13:00,20:00,142,NULL,NULL,NULL,NULL,NULL,Guia en el estado de Cancun,6.jpg,Active,2014-06-05 10:50:00,2014-06-05 10:50:00
SER2836259UBIJPLAVIC,US4750449NJQCWZPER,Vince Larios Juarez,Guia Turista,Tourism,2,from distance,month,5659,MXN,D,16:00,23:00,10,NULL,NULL,NULL,NULL,NULL,Guia en el estado de Cancun,7.jpg,Active,2014-06-06 10:50:00,2014-06-06 10:50:00
SER3255703ZVXFUXCVIC,US2921649OFEHRGPER,Gabriela Hernandez Beltran,Guia Turista,Tourism,4,from distance,equipment,6741,USD,"L,Mi",07:00,14:00,142,NULL,NULL,NULL,NULL,NULL,Guia en el estado de Cancun,6.jpg,Active,2014-06-07 10:50:00,2014-06-07 10:50:00
SER4185678UVANYDGVIC,US7850911WAUELJDER,Hector Larios Oca,Guia Turista,Tourism,4,face to face,fifteen days,8039,MXN,"L,Ma",13:00,20:00,142,NULL,NULL,NULL,NULL,NULL,Guia en el estado de Cancun,18.jpg,Active,2014-06-08 10:50:00,2014-06-08 10:50:00
SER4299050BOXSMMMVIC,US6105035LIFHOTVER,Daniel Mejia Hernandez,Guia Turista,Tourism,1,all,month,2234,EUR,"L,J",13:00,20:00,142,NULL,NULL,NULL,NULL,NULL,Guia en el estado de Cancun,11.jpg,Active,2014-06-09 10:50:00,2014-06-09 10:50:00
SER5122746BTUHHOBVIC,US6261127HQKZWNJER,Sam Otero Garza,Guia Turista,Tourism,1,other,hour,2907,USD,"L,V",12:00,19:00,10,NULL,NULL,NULL,NULL,NULL,Guia en el estado de Cancun,1.jpg,Active,2014-06-10 10:50:00,2014-06-10 10:50:00
SER5834381WMASCHQVIC,US9896142DOTJEKJER,Martin Martinez Sandoval,Guia Turista,Tourism,1,face to face,week,6941,MXN,"L,S",10:00,17:00,142,NULL,NULL,NULL,NULL,NULL,Guia en el estado de Cancun,6.jpg,Active,2014-06-11 10:50:00,2014-06-11 10:50:00
SER6109900ZXDIVDDVIC,US7566633GEGWYJUER,Victoria Avila Larios,Guia Turista,Tourism,4,from distance,repair,960,USD,"L,D",13:00,20:00,142,NULL,NULL,NULL,NULL,NULL,Guia en el estado de Cancun,20.jpg,Active,2014-06-12 10:50:00,2014-06-12 10:50:00
SER6208945EPITLNRVIC,US2243294ZPAEXFYER,Dennis Huerta Britos,Guia Turista,Tourism,4,all,hour,4166,EUR,"Ma,Mi",14:00,21:00,10,NULL,NULL,NULL,NULL,NULL,Guia en el estado de Cancun,9.jpg,Active,2014-06-13 10:50:00,2014-06-13 10:50:00
SER6554443BCXIFRKVIC,US6626669NRAMMLDER,Teddy Montes Ceballos,Guia Turista,Tourism,3,in situ,workingDay,3041,USD,"L,Ma,Mi,J,V",10:00,17:00,10,NULL,NULL,NULL,NULL,NULL,Guia en el estado de Cancun,4.jpg,Active,2014-06-14 10:50:00,2014-06-14 10:50:00
SER7004269TBCQBXMVIC,US9368263CLGIIBMER,William Ledezma Avila,Guia Turista,Tourism,1,all,repair,8139,USD,"L,Ma,Mi,J,V,S",12:00,19:00,10,NULL,NULL,NULL,NULL,NULL,Guia en el estado de Cancun,1.jpg,Active,2014-06-15 10:50:00,2014-06-15 10:50:00
SER8050211VYSYYKAVIC,US2734396YYXHGFDER,Gabriela Otero Alvarez,Guia Turista,Tourism,4,in situ,repair,4742,MXN,"L,Ma,Mi,J,V,S,D",07:00,14:00,142,NULL,NULL,NULL,NULL,NULL,Guia en el estado de Cancun,19.jpg,Active,2014-06-16 10:50:00,2014-06-16 10:50:00
SER8394742BYYAPDSVIC,US2242771NUOZOWVER,Kevin Lozada Peralta,Guia Turista,Tourism,4,face to face,hour,4170,MXN,"L,Ma,Mi,J,V,S,D",10:00,17:00,142,NULL,NULL,NULL,NULL,NULL,Guia en el estado de Cancun,9.jpg,Active,2014-06-17 10:50:00,2014-06-17 10:50:00
SER9278523PGBTVYXVIC,US9621490PJPXOSWER,Jose Perez Prado,Guia Turista,Tourism,3,office,repair,9234,EUR,"L,Ma,Mi,J,V,S,D",15:00,22:00,10,NULL,NULL,NULL,NULL,NULL,Guia en el estado de Cancun,12.jpg,Active,2014-06-18 10:50:00,2014-06-18 10:50:00
SER9484162TLMKXUIVIC,US3042487YASANSAER,Saul Jimenez Juarez,Guia Turista,Tourism,4,face to face,repair,6268,USD,"L,Ma,Mi,J,V,S,D",08:00,15:00,142,NULL,NULL,NULL,NULL,NULL,Guia en el estado de Cancun,10.jpg,Active,2014-06-19 10:50:00,2014-06-19 10:50:00
SER2621346BYMRWQWVIC,US8429966NLDZVIKER,Kevin Duarte Ramirez,Ingeniero Aeronautico,Engineering,4,in situ,equipment,6760,USD,"L,Ma,Mi,J,V,S,D",10:00,17:00,10,NULL,NULL,NULL,NULL,NULL,Asesor para el area aeronautica,14.jpg,Active,2014-06-20 10:50:00,2014-06-20 10:50:00
SER3220120GJJWDGDVIC,US2249759AJGVUFCER,Felipe Jerez Lozada,Ingeniero Aeronautico,Engineering,1,from distance,repair,417,MXN,"L,Ma,Mi,J,V,S,D",09:00,16:00,10,NULL,NULL,NULL,NULL,NULL,Asesor para el area aeronautica,9.jpg,Active,2014-06-21 10:50:00,2014-06-21 10:50:00
SER3531647UQYEQSGVIC,US1845722JSJBOHCER,Kevin Leon Jerez,Ingeniero Aeronautico,Engineering,5,all,contract,4036,EUR,"L,Ma,Mi,J,V,S,D",13:00,20:00,142,NULL,NULL,NULL,NULL,NULL,Asesor para el area aeronautica,20.jpg,Active,2014-06-22 10:50:00,2014-06-22 10:50:00
SER3855116DVQFLHEVIC,US4760578JBNNLKRER,Wanda Tijeras Benitez,Ingeniero Aeronautico,Engineering,5,office,week,7548,MXN,"L,Ma,Mi,J,V,S,D",12:00,19:00,142,NULL,NULL,NULL,NULL,NULL,Asesor para el area aeronautica,11.jpg,Active,2014-06-23 10:50:00,2014-06-23 10:50:00
SER4245392DAAAOYCVIC,US7285688PDQZJNEER,Paula Britos Ospina,Ingeniero Aeronautico,Engineering,3,office,contract,766,EUR,"L,Ma,Mi,J,V,S,D",14:00,21:00,142,NULL,NULL,NULL,NULL,NULL,Asesor para el area aeronautica,20.jpg,Active,2014-06-24 10:50:00,2014-06-24 10:50:00
